dependent,dependency
LinearOptimization.lp_general_strong_duality,LinearOptimization_LagrangeanDual
LinearOptimization.lp_general_strong_duality,LinearOptimization.lp_general_weak_duality
LinearOptimization.lp_general_strong_duality,Polyhedron
LinearOptimization.lp_general_strong_duality,LinearOptimization.lp_strong_duality
MarkovChainCLT.rhoMixingCoef_chain_submultiplicative,MarkovChainCLT.rhoMixingCoef_submultiplicative_of_condExp_bridge
MarkovChainCLT.rhoMixingCoef_chain_submultiplicative,MixingCoefficients
MarkovChainCLT.rhoMixingCoef_chain_submultiplicative,MarkovChainCLT.chain_condExp_future_bridge
MarkovChainCLT.rhoMixingCoef_chain_submultiplicative,MarkovChainPathMeasure
MarkovChainCLT.rhoMixingCoef_chain_submultiplicative,MarkovErgodicity
MagicSquaresSpecial3,MagicSquares
Hirsch_common_face_geometry,Hirsch_model
BanditAlgorithm.bandit_stopped_binary_testing_information_lower_bound,BanditAlgorithm.bandit_stopped_bretagnolle_huber
BanditAlgorithm.bandit_stopped_binary_testing_information_lower_bound,BanditTrajectory
ErdosStraus242.elementary_mod24,ErdosStraus242
CannonFloydParry.mem_closure_mapA_mapB_of_standardDyadicPartition,CannonFloydParry
MarkovChainCLT.phiMixingCoef_le_of_tvDist_le,MarkovChainCLT.processSigma_Ici_eq_comap_shift
MarkovChainCLT.phiMixingCoef_le_of_tvDist_le,MixingCoefficients
MarkovChainCLT.phiMixingCoef_le_of_tvDist_le,MarkovChainCLT.abs_setAverage_sub_le
MarkovChainCLT.phiMixingCoef_le_of_tvDist_le,MarkovChainCLT.abs_integral_sub_le_tvDist
MarkovChainCLT.phiMixingCoef_le_of_tvDist_le,MarkovChainCLT.chainMeasure_past_inter_future
MarkovChainCLT.phiMixingCoef_le_of_tvDist_le,MarkovChainPathMeasure
MarkovChainCLT.phiMixingCoef_le_of_tvDist_le,MarkovChainCLT.processSigma_Iic_eq_comap_restrict
MarkovChainCLT.phiMixingCoef_le_of_tvDist_le,MarkovChainCLT.isStrictlyStationary_chainMeasure
MarkovChainCLT.phiMixingCoef_le_of_tvDist_le,MarkovErgodicity
VectorSpaceOpt.kalman_recursion,VectorSpaceOpt.estimate_update
eulerMascheroni_sondowCutoff,eulerMascheroni_sondow
eulerMascheroni_p2PrimitiveNormalization,eulerMascheroni_p2Approximation
BanditAlgorithm.partial_monitoring_globally_observable_bounded_vector_estimator,BanditAlgorithm.partial_monitoring_pareto_monotone_neighbour_paths
BanditAlgorithm.partial_monitoring_globally_observable_bounded_vector_estimator,PartialMonitoringAlgorithm26
MarkovMixing.stationary_unique,MarkovMixing.harmonic_eq_const
MarkovMixing.stationary_unique,mm_basic
MarkovMixing.relaxation_lower,mm_spectral
MarkovMixing.relaxation_lower,MarkovMixing.convergence_theorem
index_div_arrival_tendsto,queueing_continuous_time
Vino.e_div_congr,CircleMethod.e_div_add_natCast_mul
Vino.e_div_congr,CircleMethod_char
ResidueTheoremOnRectangleWithSimplePole_prime,Rectangle_defs
ResidueTheoremOnRectangleWithSimplePole_prime,rectangleBorder_subset_rectangle
ResidueTheoremOnRectangleWithSimplePole_prime,mapsTo_rectangleBorder_left_re
ResidueTheoremOnRectangleWithSimplePole_prime,rectangle_mem_nhds_iff
ResidueTheoremOnRectangleWithSimplePole_prime,HolomorphicOn.vanishesOnRectangle
ResidueTheoremOnRectangleWithSimplePole_prime,IsBigO_to_BddAbove
ResidueTheoremOnRectangleWithSimplePole_prime,mapsTo_rectangleBorder_right_re
ResidueTheoremOnRectangleWithSimplePole_prime,not_mem_rectangleBorder_of_rectangle_mem_nhds
ResidueTheoremOnRectangleWithSimplePole_prime,mapsTo_rectangleBorder_right_im
ResidueTheoremOnRectangleWithSimplePole_prime,existsDifferentiableOn_of_bddAbove
ResidueTheoremOnRectangleWithSimplePole_prime,mapsTo_rectangleBorder_left_im
ResidueTheoremOnRectangleWithSimplePole_prime,ResidueCalcOnRectangles_defs
DiazModulus.sixExponentials_cannot_refute_candidate,DiazModulus
mme_rank_bridge,mme_strassen_preorder
mme_rank_bridge,mme_tensor_quotient
mme_rank_bridge,mme_tensor
mme_rank_bridge,mme_tensor_rank
mme_laser_pattern,mme_tensor_type_grading
mme_laser_pattern,mme_tensor_rank
BrinSquier.isPLF_inv,BrinSquier
diophantine_quintuple_b_gt_3a,diophantine_quintuple_not_b_le_3a_of_2a_le
diophantine_quintuple_b_gt_3a,diophantine_descent
diophantine_quintuple_b_gt_3a,diophantine_quintuple_not_b_lt_2a
CircleMethod_singpos,CircleMethod_asymptotic
BirkhoffGlobalSection.birkhoff_retrograde_global_section,BirkhoffGlobalSection
Davenport.zero_free_region,Davenport.zeta_zero_free_region
Davenport.zero_free_region,Davenport.logDeriv_three_four_one
Davenport.zero_free_region,Davenport_siegelWalfisz
Davenport.zero_free_region,Davenport.neg_logDeriv_trivChar_le_pole
Davenport.zero_free_region,Davenport.neg_logDeriv_LFunction_le_sum_zeros
Davenport.zero_free_region,Davenport.neg_logDeriv_trivChar_le
MarkovMixing.convergence_theorem,mm_mixing
MarkovMixing.convergence_theorem,MarkovMixing.distPairs_submultiplicative
MarkovMixing.convergence_theorem,MarkovMixing.exists_pow_pos
MarkovMixing.convergence_theorem,MarkovMixing.dist_le_distPairs
CircleMethod.norm_e,CircleMethod_char
BanditAlgorithm.bandit_asymptotically_optimal_ucb_regret_bound,asymptoticUcbPolicy
BanditAlgorithm.bandit_asymptotically_optimal_ucb_regret_bound,BanditAlgorithm.asymptotic_ucb_suboptimal_arm_expected_pull_count_bound
BanditAlgorithm.bandit_asymptotically_optimal_ucb_regret_bound,banditRegret
BanditAlgorithm.bandit_asymptotically_optimal_ucb_regret_bound,BanditAlgorithm.bandit_regret_decomposition
Erdos180.encodeFiniteGraph_connected,erdos180_core4
Freiman.lagrange_subset_markov,Freiman.markov_symbolic
Freiman.lagrange_subset_markov,Freiman_lagrangeSpectrum
Freiman.lagrange_subset_markov,Freiman.symbolicLagrange_subset_symbolicMarkov
Freiman.lagrange_subset_markov,Freiman_markovSpectrum
Freiman.lagrange_subset_markov,Freiman.symbolic_lagrange_subset_markov
Freiman.lagrange_subset_markov,Freiman.lagrange_symbolic
GameSetMatch.tieIntegral_pos,GameSetMatchInternal
EulerMascheroni.Mixed.formal_e_system_equations,eulerMascheroni_formalESystem
flt.fermat_last_theorem,P2M_Util
flt.fermat_last_theorem,FLT.fermatLastTheorem
Esgk.general_position_distinct_distances_superlinear,Esgk_Foundation
QuantumParallelRepetition.fullHistoryAliceEntropyPotential_lower_bound,quantum_parallel_repetition_game
QuantumParallelRepetition.fullHistoryAliceEntropyPotential_lower_bound,QuantumParallelRepetition.matrixLogEntropy_born_lower_bound_left
QuantumParallelRepetition.fullHistoryAliceEntropyPotential_lower_bound,QuantumParallelRepetition.fullSubsetHistory_mass_eq_postselection
QuantumParallelRepetition.fullHistoryAliceEntropyPotential_lower_bound,qpr_core_14
QuantumParallelRepetition.fullHistoryAliceEntropyPotential_lower_bound,QuantumParallelRepetition.trace_mul_posSemidef_nonneg
RybinAI2026.P01.distance_reindex,rybin2026_p01_matrix_integral
Leopoldt.leopoldtConjecture_iff_exists_continuous_injection,LeopoldtDefect
OpenGA.nonempty_measuredSurgeryComparisonData_of_areaEvolution,OpenGA.nonempty_widthComparisonData_of_areaEvolution
OpenGA.nonempty_measuredSurgeryComparisonData_of_areaEvolution,OpenGA_SurgeryAreaEvolutionData
BertsekasDP.lqg_stage_weight_nonneg,BertsekasLQGModel
diophantine_quintuple_acb_upper_bound,diophantine_descent
diophantine_quintuple_acb_upper_bound,diophantine_quintuple_fujita_regular
diophantine_quintuple_acb_upper_bound,diophantine_quadruple_extension_criterion
diophantine_quintuple_acb_upper_bound,diophantine_quintuple_abde_irregular
diophantine_quintuple_acb_upper_bound,diophantine_quintuple_b_gt_3a
MTT.distribution_relation,MTT_Measures
PachDeZeeuw.Algebraic.coeffline_nonvertical_pair_intersection_bound,PachDeZeeuw.Algebraic.eval_eq_specialized_eval
PachDeZeeuw.Algebraic.coeffline_nonvertical_pair_intersection_bound,PachDeZeeuw.Algebraic.finite_coeff_roots_of_ne_zero
PachDeZeeuw.Algebraic.coeffline_nonvertical_pair_intersection_bound,PachDeZeeuw.Algebraic.specialized_natDegree_le_totalDegree
PachDeZeeuw.Algebraic.coeffline_nonvertical_pair_intersection_bound,PdzPrelim
PachDeZeeuw.Algebraic.coeffline_nonvertical_pair_intersection_bound,PachDeZeeuw.Algebraic.mem_CoeffLineZeroSet
PachDeZeeuw.Algebraic.coeffline_nonvertical_pair_intersection_bound,PachDeZeeuw.Algebraic.coeffLineFactor_dvd_of_specialized_zero
PachDeZeeuw.Algebraic.coeffline_nonvertical_pair_intersection_bound,PachDeZeeuw.Algebraic.ncard_coeff_roots_le_totalDegree
mme_induced_word_zeroing,mme_tensor_quotient
mme_induced_word_zeroing,mme_CW_2376_address_block
CircleMethod.nrm_nonneg,CircleMethod_char
mme_HasTauValueAtLeast_of_cofinal_finite_extractions,mme_tau_value
MTT_Cohomology,MTT_Arithmetic
syracuse_periodic_ge_seven_eq_one,syracuse_six_cycle_eq_one
syracuse_periodic_ge_seven_eq_one,syracuseStep
syracuse_periodic_ge_seven_eq_one,syracuse_four_cycle_eq_one
syracuse_periodic_ge_seven_eq_one,syracuse_five_cycle_eq_one
syracuse_periodic_ge_seven_eq_one,syracuse_three_cycle_eq_one
syracuse_periodic_ge_seven_eq_one,syracuse_two_cycle_eq_one
syracuse_periodic_ge_seven_eq_one,syracuse_fixed_point_eq_one
syracuse_periodic_ge_seven_eq_one,syracuse_seven_cycle_eq_one
syracuse_periodic_ge_seven_eq_one,syracuse_minimal_period_ge_eight_eq_one
DiazModulus.pi_transcendental,DiazModulus
DiazModulus.pi_transcendental,DiazModulus.hermite_lindemann_holds
intervalIntegrable_queueLength,queueing_continuous_time
QuantumParallelRepetition.entangledValue_exponential_decay,quantum_parallel_repetition_game
QuantumParallelRepetition.entangledValue_exponential_decay,QuantumParallelRepetition.entangledValue_le_one
QuantumParallelRepetition.entangledValue_exponential_decay,QuantumParallelRepetition.entangledValue_eq_fin
QuantumParallelRepetition.entangledValue_exponential_decay,qpr_alphabet_relabelling
QuantumParallelRepetition.entangledValue_exponential_decay,QuantumParallelRepetition.distributionUniformExponential
QuantumParallelRepetition.entangledValue_exponential_decay,QuantumParallelRepetition.repeatedEntangledValue_eq_fin
mme_basis_projected_type_cover_restrict,mme_complete_split_profile_projection
mme_basis_projected_type_cover_restrict,mme_TypeGrading_kron
Erdos180.not_acyclic_of_eight_cycle_copy,erdos180_core4
OPG37364.not_hasMatchingCut_of_smallCut_expansion,opg37364_cut_pairs
BertsekasDP.piecewise_trajectory_continuation,BertsekasCTModel
Davenport.perron_of_region_bound,Weil_perron
Davenport.perron_of_region_bound,Weil.perron_parameter_choice
Davenport.perron_of_region_bound,Davenport_siegelWalfisz
Davenport.perron_of_region_bound,Weil.perron_contour_shift
Davenport.perron_of_region_bound,ResidueTheoremOnRectangleWithSimplePole_prime
Davenport.perron_of_region_bound,Weil.perron_truncation
Davenport.perron_of_region_bound,ResidueCalcOnRectangles_defs
ExcursionCoupling.total_variation_eq_integral_indicatrix,ExcursionCoupling.lintegral_levelSet_count_le_eVariationOn
ExcursionCoupling.total_variation_eq_integral_indicatrix,ExcursionCoupling.Fsigma_cadlag
ExcursionCoupling.total_variation_eq_integral_indicatrix,ExcursionCoupling.eVariationOn_le_lintegral_levelSet_count
ExcursionCoupling.total_variation_eq_integral_indicatrix,ExcursionCoupling.eVariationOn_le_lintegral_crossing_count
ExcursionCoupling.total_variation_eq_integral_indicatrix,ExcursionCoupling.generalized_intermediate_value_theorem
ExcursionCoupling.total_variation_eq_integral_indicatrix,excursion_coupling
BanditAlgorithm.pm_minimax_regret_of_affine_loss,PartialMonitoringGame
Freiman_wordRealization,Freiman_symbolicMarkovSpectrum
CircleMethod.e_neg,CircleMethod_char
OPG500Counterexample.eight_vertex_graph_structure,opg500_eight_vertex_graph
mme_more_asymmetry_cofinal_hash_extraction_certificate,mme_more_asymmetry_cofinal_forward_fields_stage_rate_certificate_v3
mme_more_asymmetry_cofinal_hash_extraction_certificate,mme_more_asymmetry_recursive_assembly_from_forward_fields
mme_more_asymmetry_cofinal_hash_extraction_certificate,mme_recursive_yz_certificate_finite_assembly
mme_more_asymmetry_cofinal_hash_extraction_certificate,mme_hash_extraction_certificate
MSKleene_Power,MSKleene_Core
Freiman.separated_copies_centers,Freiman.cylinder_bound_tendsto
Freiman.separated_copies_centers,Freiman.localValue_window_bound
Freiman.separated_copies_centers,Freiman.localValue_shift
Freiman.separated_copies_centers,Freiman_wordRealization
groverIterate,diffusion
groverIterate,oracle
MSKleene_SubstFam,MSKleene_Term
r_eq_t_theorem,flt.fermat_last_theorem
Erdos9796Mission.critical_cover_tight_center_exists,Erdos9796Mission
departedSojournRate_le_timeAverageQueueLength_eventually,queueing_continuous_time
departedSojournRate_le_timeAverageQueueLength_eventually,departedSojourn_le_queueArea
Freiman.separated_copies_limit_classification,Freiman_wordRealization
QuantumParallelRepetition.repeatedEntangledValue_relabel,quantum_parallel_repetition_game
QuantumParallelRepetition.repeatedEntangledValue_relabel,QuantumParallelRepetition.entangledValue_relabel
QuantumParallelRepetition.repeatedEntangledValue_relabel,qpr_alphabet_relabelling
markov_entanglement_rmab,markov_entanglement_policy
OddPerfectNumber.no_odd_perfect_special_exponent_one,OddPerfectNumber.no_odd_perfect_k_one_not_odd_m
OddPerfectNumber.no_odd_perfect_special_exponent_one,OddPerfectNumber.no_odd_perfect_k_one_odd_m
SipserGacsLautemann.cover_verifier_decides_in_polynomial_time,sipser_gacs_lautemann
SipserGacsLautemann.cover_verifier_decides_in_polynomial_time,SipserGacsLautemann.polynomial_time_verifier_aggregation_from_machine
SipserGacsLautemann.cover_verifier_decides_in_polynomial_time,sgl_verifier_constructions
Erdos9796FiniteNine_Forms,Erdos9796FiniteNine_Shell
Freiman.localValue_shift_limit_le,Freiman_symbolicMarkovSpectrum
BanditAlgorithm.gaussian_exact_rank_posterior_overshoot_probability_bound,BanditAlgorithm.gaussianBandit_isSubgaussian_one
BanditAlgorithm.gaussian_exact_rank_posterior_overshoot_probability_bound,BanditAlgorithm.armStoppedCenteredSum_eq_firstRewardsMean
BanditAlgorithm.gaussian_exact_rank_posterior_overshoot_probability_bound,ThompsonSampling
BanditAlgorithm.gaussian_exact_rank_posterior_overshoot_probability_bound,BanditAlgorithm.bandit_adaptive_stopped_centered_sum_tail
BanditAlgorithm.gaussian_exact_rank_posterior_overshoot_probability_bound,GaussianBandit
BanditAlgorithm.alloc_settling_of_tracking_and_target_accuracy,BanditAlgorithm.tsum_sq_mean_failure_ne_top_of_forced_exploration
BanditAlgorithm.alloc_settling_of_tracking_and_target_accuracy,BanditAlgorithm.cesaro_average_forgets_transient
BanditAlgorithm.alloc_settling_of_tracking_and_target_accuracy,BanditAlgorithm.tsum_weight_of_tail_cover
BanditAlgorithm.alloc_settling_of_tracking_and_target_accuracy,TrackAndStop
BanditAlgorithm.alloc_settling_of_tracking_and_target_accuracy,GaussianBandit
collatz_descent_one_mod_four,collatzStepMap
RybinAI2026.P01.matrix_integral_inequality_collinear_differences,rybin2026_p01_matrix_integral
AGT.polynomial_weights_bound,agt_regret
MarkovEntanglement.rmab_index_policy_decomposition_error,MarkovEntanglement.rmab_index_policy_entanglement_le_sqrt
MarkovEntanglement.rmab_index_policy_decomposition_error,markov_entanglement_meanfield
LinearBanditProtocol,SelfNormalizedProcess
LinearBanditProtocol,BanditPolicy
LinearBanditProtocol,GaussianBandit
CirclePackingConstants.c_n_three,CirclePackingConstants
ShiShallow.mulVec_inputState,ShiShallow_Circuit
ShiShallow.mulVec_inputState,ShiShallow_Operator
ShiShallow.mulVec_inputState,ShiShallow.inputState_eq_indicator
MarkovMixing.mixing_time_eps,mm_mixing
MarkovMixing.mixing_time_eps,MarkovMixing.distPairs_submultiplicative
MarkovMixing.mixing_time_eps,MarkovMixing.convergence_theorem
MarkovMixing.mixing_time_eps,MarkovMixing.dist_le_distPairs
SymplecticFreeModules.canonicalHamiltonianApplication,frame_2026_symplectic_free_modules_interfaces
SymplecticFreeModules.canonicalHamiltonianApplication,SymplecticFreeModules.canonicalDegreeWeightStructure
SymplecticFreeModules.canonicalHamiltonianApplication,SymplecticFreeModules.canonicalSimpleShenLarssonExists
SymplecticFreeModules.canonicalHamiltonianApplication,SymplecticFreeModules.canonicalHamiltonianLieBracket
HorizontalPadicL.quadratic_seed_implies_corollary_5_17,HorizontalPadicL.eigenform_seededHorizontalPadicLConstruction_v2
HorizontalPadicL.quadratic_seed_implies_corollary_5_17,HorizontalPadicL.seededHorizontalPadicLConstruction_implies_corollary_5_17_v2
HorizontalPadicL.quadratic_seed_implies_corollary_5_17,KN_HorizontalPadicLDensityExtension
Leopoldt.defect_pos_of_defect_pos,Leopoldt.zpRankBelow_unitClosure_le_add_of_finiteIndex
Leopoldt.defect_pos_of_defect_pos,Leopoldt.exists_finiteIndex_units_sup_closure
Leopoldt.defect_pos_of_defect_pos,LeopoldtDefect
MarkovMixing.group_walk_uniform_stationary,mm_basic
CircleMethod_asymptotic,CircleMethod_waring
CircleMethod_asymptotic,CircleMethod_weylsum
ExcursionCoupling.crossing_measures_marginals,ExcursionCoupling.crossing_measures_marginals_on_Ioc
ExcursionCoupling.crossing_measures_marginals,ExcursionCoupling.crossing_counting_functions_are_measures
ExcursionCoupling.crossing_measures_marginals,excursion_coupling
mme_dwz_cw_square_fine_split_grading,mme_CW_square_canonical_grading
mme_dwz_cw_square_fine_split_grading,mme_TypeGrading_kron
ShiShallow.conj_eq_of_disjoint,ShiShallow.IsLocal.conjTranspose
ShiShallow.conj_eq_of_disjoint,ShiShallow_Circuit
ShiShallow.conj_eq_of_disjoint,ShiShallow.mul_comm_of_disjoint
ShiShallow.conj_eq_of_disjoint,ShiShallow_Operator
LinearOptimization.integer_polyhedron_points_natGenerated,LinearOptimization_LagrangeanDual
Freiman.lower_path_model,Freiman.lower_path_growth
Freiman.lower_path_model,Freiman.lower_nested_cylinders
Freiman.lower_path_model,Freiman.lower_error_tendsto
Freiman.lower_path_model,Freiman.lower_zero_error_identity
Freiman.lower_path_model,Freiman.lower_path_prefixes
Freiman.lower_path_model,Freiman.lower_physical_cover_distance
Freiman.lower_path_model,Freiman_lowerCertificates
Weil.perron_truncation,Weil_perron
Weil.perron_truncation,Davenport_siegelWalfisz
CannonFloydParry.center_eq_bot,CannonFloydParry
mme_more_asymmetry_fixed_tau_cofinal_six_extraction_real_tau,mme_more_asymmetry_six_symmetric_tau_value_surplus
mme_more_asymmetry_fixed_tau_cofinal_six_extraction_real_tau,mme_six_symmetrized_tau_value
mme_more_asymmetry_fixed_tau_cofinal_six_extraction_real_tau,mme_HasTauValueAtLeast_to_cofinal_finite_extractions
mme_more_asymmetry_fixed_tau_cofinal_six_extraction_real_tau,mme_stothers_fourth_data
Freiman.localValue_eventual_upper_of_limit_bounds,Freiman_symbolicMarkovSpectrum
Freiman.localValue_eventual_upper_of_limit_bounds,Freiman.localValue_coordinate_limit
Freiman.localValue_eventual_upper_of_limit_bounds,Freiman.bounded_words_subsequence
Freiman.localValue_eventual_upper_of_limit_bounds,Freiman.localValue_shift
Freiman.localValue_eventual_upper_of_limit_bounds,Freiman.exceedance_subsequence
Erdos146.binaryEntropy_zero,erdos146_core2
ArithmeticE.harmonic_arithmetic,rationalEArithmetic
Erdos180.symplecticLineGraphMap_horizontal,erdos180_core4
Erdos9796Mission.finite_nine_exclusion,Erdos9796Counting_Dumitrescu_L6
